timestamp,project,commits_per_14days
2023-11-10,hadoop,28
2023-11-24,hadoop,80
2023-12-08,hadoop,49
2023-12-22,hadoop,50
2024-01-05,hadoop,52
2003-09-01,maven,6
2003-09-15,maven,5
2003-09-29,maven,6
2003-10-13,maven,9
2003-10-27,maven,0
2003-11-10,maven,0
2003-11-24,maven,0
2003-12-08,maven,2
2003-12-22,maven,10
2004-01-05,maven,12
2004-01-19,maven,8
2004-02-02,maven,15
2004-02-16,maven,1
2004-03-01,maven,30
2004-03-15,maven,18
2004-03-29,maven,31
2004-04-12,maven,29
2004-04-26,maven,6
2004-05-10,maven,21
2004-05-24,maven,21
2004-06-07,maven,81
2004-06-21,maven,23
2004-07-05,maven,9
2004-07-19,maven,46
2004-08-02,maven,66
2004-08-16,maven,31
2004-08-30,maven,57
2004-09-13,maven,80
2004-09-27,maven,27
2004-10-11,maven,29
2004-10-25,maven,14
2004-11-08,maven,1
2004-11-22,maven,8
2004-12-06,maven,13
2004-12-20,maven,31
2005-01-03,maven,19
2005-01-17,maven,11
2005-01-31,maven,32
2005-02-14,maven,68
2005-02-28,maven,114
2005-03-14,maven,143
2005-03-28,maven,162
2005-04-11,maven,144
2005-04-25,maven,159
2005-05-09,maven,160
2005-05-23,maven,98
2005-06-06,maven,138
2005-06-20,maven,177
2005-07-04,maven,74
2005-07-18,maven,229
2005-08-01,maven,91
2005-08-15,maven,98
2005-08-29,maven,121
2005-09-12,maven,307
2005-09-26,maven,458
2005-10-10,maven,413
2005-10-24,maven,203
2005-11-07,maven,87
2005-11-21,maven,37
2005-12-05,maven,66
2005-12-19,maven,34
2006-01-02,maven,71
2006-01-16,maven,42
2006-01-30,maven,34
2006-02-13,maven,102
2006-02-27,maven,42
2006-03-13,maven,11
2006-03-27,maven,69
2006-04-10,maven,38
2006-04-24,maven,18
2006-05-08,maven,9
2006-05-22,maven,22
2006-06-05,maven,24
2006-06-19,maven,33
2006-07-03,maven,53
2006-07-17,maven,76
2006-07-31,maven,18
2006-08-14,maven,11
2006-08-28,maven,12
2006-09-11,maven,4
2006-09-25,maven,5
2006-10-09,maven,498
2006-10-23,maven,80
2006-11-06,maven,10
2006-11-20,maven,7
2006-12-04,maven,34
2006-12-18,maven,21
2007-01-01,maven,55
2007-01-15,maven,57
2007-01-29,maven,13
2007-02-12,maven,24
2007-02-26,maven,100
2007-03-12,maven,33
2007-03-26,maven,29
2007-04-09,maven,23
2007-04-23,maven,19
2007-05-07,maven,4
2007-05-21,maven,72
2007-06-04,maven,61
2007-06-18,maven,18
2007-07-02,maven,10
2007-07-16,maven,9
2007-07-30,maven,15
2007-08-13,maven,34
2007-08-27,maven,111
2007-09-10,maven,17
2007-09-24,maven,17
2007-10-08,maven,42
2007-10-22,maven,72
2007-11-05,maven,26
2007-11-19,maven,39
2007-12-03,maven,26
2007-12-17,maven,6
2007-12-31,maven,49
2008-01-14,maven,54
2008-01-28,maven,48
2008-02-11,maven,31
2008-02-25,maven,61
2008-03-10,maven,82
2008-03-24,maven,56
2008-04-07,maven,54
2008-04-21,maven,21
2008-05-05,maven,13
2008-05-19,maven,13
2008-06-02,maven,6
2008-06-16,maven,52
2008-06-30,maven,80
2008-07-14,maven,19
2008-07-28,maven,16
2008-08-11,maven,11
2008-08-25,maven,8
2008-09-08,maven,46
2008-09-22,maven,50
2008-10-06,maven,8
2008-10-20,maven,18
2008-11-03,maven,27
2008-11-17,maven,130
2008-12-01,maven,72
2008-12-15,maven,122
2008-12-29,maven,38
2009-01-12,maven,42
2009-01-26,maven,72
2009-02-09,maven,101
2009-02-23,maven,260
2009-03-09,maven,83
2009-03-23,maven,115
2009-04-06,maven,42
2009-04-20,maven,157
2009-05-04,maven,130
2009-05-18,maven,112
2009-06-01,maven,96
2009-06-15,maven,87
2009-06-29,maven,42
2009-07-13,maven,85
2009-07-27,maven,89
2009-08-10,maven,79
2009-08-24,maven,66
2009-09-07,maven,70
2009-09-21,maven,49
2009-10-05,maven,36
2009-10-19,maven,59
2009-11-02,maven,39
2009-11-16,maven,22
2009-11-30,maven,12
2009-12-14,maven,8
2009-12-28,maven,21
2010-01-11,maven,33
2010-01-25,maven,9
2010-02-08,maven,7
2010-02-22,maven,8
2010-03-08,maven,18
2010-03-22,maven,34
2010-04-05,maven,43
2010-04-19,maven,20
2010-05-03,maven,19
2010-05-17,maven,10
2010-05-31,maven,14
2010-06-14,maven,9
2010-06-28,maven,7
2010-07-12,maven,23
2010-07-26,maven,17
2010-08-09,maven,12
2010-08-23,maven,43
2010-09-06,maven,24
2010-09-20,maven,27
2010-10-04,maven,15
2010-10-18,maven,9
2010-11-01,maven,11
2010-11-15,maven,31
2010-11-29,maven,9
2010-12-13,maven,10
2010-12-27,maven,21
2011-01-10,maven,14
2011-01-24,maven,6
2011-02-07,maven,18
2011-02-21,maven,27
2011-03-07,maven,5
2011-03-21,maven,2
2011-04-04,maven,1
2011-04-18,maven,3
2011-05-02,maven,2
2011-05-16,maven,5
2011-05-30,maven,4
2011-06-13,maven,7
2011-06-27,maven,3
2011-07-11,maven,9
2011-07-25,maven,15
2011-08-08,maven,8
2011-08-22,maven,22
2011-09-05,maven,21
2011-09-19,maven,16
2011-10-03,maven,4
2011-10-17,maven,18
2011-10-31,maven,0
2011-11-14,maven,15
2011-11-28,maven,45
2011-12-12,maven,10
2011-12-26,maven,14
2012-01-09,maven,4
2012-01-23,maven,2
2012-02-06,maven,13
2012-02-20,maven,0
2012-03-05,maven,5
2012-03-19,maven,0
2012-04-02,maven,2
2012-04-16,maven,2
2012-04-30,maven,6
2012-05-14,maven,14
2012-05-28,maven,4
2012-06-11,maven,1
2012-06-25,maven,3
2012-07-09,maven,5
2012-07-23,maven,2
2012-08-06,maven,4
2012-08-20,maven,9
2012-09-03,maven,4
2012-09-17,maven,12
2012-10-01,maven,9
2012-10-15,maven,19
2012-10-29,maven,19
2012-11-12,maven,61
2012-11-26,maven,43
2012-12-10,maven,30
2012-12-24,maven,4
2013-01-07,maven,11
2013-01-21,maven,16
2013-02-04,maven,23
2013-02-18,maven,9
2013-03-04,maven,10
2013-03-18,maven,19
2013-04-01,maven,3
2013-04-15,maven,1
2013-04-29,maven,0
2013-05-13,maven,15
2013-05-27,maven,16
2013-06-10,maven,16
2013-06-24,maven,6
2013-07-08,maven,11
2013-07-22,maven,16
2013-08-05,maven,9
2013-08-19,maven,11
2013-09-02,maven,15
2013-09-16,maven,4
2013-09-30,maven,1
2013-10-14,maven,1
2013-10-28,maven,1
2013-11-11,maven,4
2013-11-25,maven,0
2013-12-09,maven,5
2013-12-23,maven,2
2014-01-06,maven,36
2014-01-20,maven,6
2014-02-03,maven,43
2014-02-17,maven,8
2014-03-03,maven,3
2014-03-17,maven,8
2014-03-31,maven,2
2014-04-14,maven,2
2014-04-28,maven,4
2014-05-12,maven,19
2014-05-26,maven,0
2014-06-09,maven,26
2014-06-23,maven,8
2014-07-07,maven,3
2014-07-21,maven,2
2014-08-04,maven,4
2014-08-18,maven,6
2014-09-01,maven,3
2014-09-15,maven,1
2014-09-29,maven,4
2014-10-13,maven,4
2014-10-27,maven,21
2014-11-10,maven,4
2014-11-24,maven,10
2014-12-08,maven,10
2014-12-22,maven,25
2015-01-05,maven,12
2015-01-19,maven,5
2015-02-02,maven,8
2015-02-16,maven,25
2015-03-02,maven,23
2015-03-16,maven,3
2015-03-30,maven,6
2015-04-13,maven,8
2015-04-27,maven,6
2015-05-11,maven,1
2015-05-25,maven,1
2015-06-08,maven,4
2015-06-22,maven,2
2015-07-06,maven,5
2015-07-20,maven,10
2015-08-03,maven,6
2015-08-17,maven,2
2015-08-31,maven,14
2015-09-14,maven,13
2015-09-28,maven,15
2015-10-12,maven,8
2015-10-26,maven,8
2015-11-09,maven,5
2015-11-23,maven,4
2015-12-07,maven,25
2015-12-21,maven,7
2016-01-04,maven,6
2016-01-18,maven,21
2016-02-01,maven,11
2016-02-15,maven,32
2016-02-29,maven,4
2016-03-14,maven,0
2016-03-28,maven,1
2016-04-11,maven,3
2016-04-25,maven,9
2016-05-09,maven,8
2016-05-23,maven,25
2016-06-06,maven,23
2016-06-20,maven,19
2016-07-04,maven,11
2016-07-18,maven,15
2016-08-01,maven,10
2016-08-15,maven,5
2016-08-29,maven,4
2016-09-12,maven,9
2016-09-26,maven,9
2016-10-10,maven,11
2016-10-24,maven,1
2016-11-07,maven,24
2016-11-21,maven,2
2016-12-05,maven,28
2016-12-19,maven,21
2017-01-02,maven,20
2017-01-16,maven,44
2017-01-30,maven,26
2017-02-13,maven,16
2017-02-27,maven,14
2017-03-13,maven,22
2017-03-27,maven,13
2017-04-10,maven,6
2017-04-24,maven,1
2017-05-08,maven,7
2017-05-22,maven,3
2017-06-05,maven,3
2017-06-19,maven,0
2017-07-03,maven,2
2017-07-17,maven,0
2017-07-31,maven,2
2017-08-14,maven,4
2017-08-28,maven,6
2017-09-11,maven,1
2017-09-25,maven,2
2017-10-09,maven,6
2017-10-23,maven,1
2017-11-06,maven,3
2017-11-20,maven,2
2017-12-04,maven,6
2017-12-18,maven,4
2018-01-01,maven,6
2018-01-15,maven,4
2018-01-29,maven,14
2018-02-12,maven,4
2018-02-26,maven,3
2018-03-12,maven,4
2018-03-26,maven,1
2018-04-09,maven,2
2018-04-23,maven,2
2018-05-07,maven,8
2018-05-21,maven,2
2018-06-04,maven,8
2018-06-18,maven,7
2018-07-02,maven,2
2018-07-16,maven,3
2018-07-30,maven,2
2018-08-13,maven,2
2018-08-27,maven,2
2018-09-10,maven,11
2018-09-24,maven,2
2018-10-08,maven,8
2018-10-22,maven,6
2018-11-05,maven,7
2018-11-19,maven,2
2018-12-03,maven,0
2018-12-17,maven,6
2018-12-31,maven,10
2019-01-14,maven,10
2019-01-28,maven,4
2019-02-11,maven,5
2019-02-25,maven,0
2019-03-11,maven,6
2019-03-25,maven,7
2019-04-08,maven,5
2019-04-22,maven,9
2019-05-06,maven,5
2019-05-20,maven,8
2019-06-03,maven,12
2019-06-17,maven,4
2019-07-01,maven,6
2019-07-15,maven,9
2019-07-29,maven,9
2019-08-12,maven,3
2019-08-26,maven,5
2019-09-09,maven,2
2019-09-23,maven,0
2019-10-07,maven,6
2019-10-21,maven,1
2019-11-04,maven,8
2019-11-18,maven,6
2019-12-02,maven,21
2019-12-16,maven,5
2019-12-30,maven,8
2020-01-13,maven,14
2020-01-27,maven,6
2020-02-10,maven,1
2020-02-24,maven,3
2020-03-09,maven,9
2020-03-23,maven,27
2020-04-06,maven,6
2020-04-20,maven,8
2020-05-04,maven,4
2020-05-18,maven,243
2020-06-01,maven,6
2020-06-15,maven,293
2020-06-29,maven,4
2020-07-13,maven,4
2020-07-27,maven,3
2020-08-10,maven,4
2020-08-24,maven,4
2020-09-07,maven,4
2020-09-21,maven,5
2020-10-05,maven,6
2020-10-19,maven,9
2020-11-02,maven,12
2020-11-16,maven,4
2020-11-30,maven,8
2020-12-14,maven,20
2020-12-28,maven,14
2021-01-11,maven,4
2021-01-25,maven,6
2021-02-08,maven,8
2021-02-22,maven,5
2021-03-08,maven,24
2021-03-22,maven,21
2021-04-05,maven,11
2021-04-19,maven,3
2021-05-03,maven,9
2021-05-17,maven,6
2021-05-31,maven,2
2021-06-14,maven,18
2021-06-28,maven,33
2021-07-12,maven,34
2021-07-26,maven,9
2021-08-09,maven,8
2021-08-23,maven,4
2021-09-06,maven,21
2021-09-20,maven,30
2021-10-04,maven,56
2021-10-18,maven,6
2021-11-01,maven,7
2021-11-15,maven,5
2021-11-29,maven,5
2021-12-13,maven,11
2021-12-27,maven,28
2022-01-10,maven,16
2022-01-24,maven,6
2022-02-07,maven,12
2022-02-21,maven,34
2022-03-07,maven,27
2022-03-21,maven,8
2022-04-04,maven,18
2022-04-18,maven,14
2022-05-02,maven,9
2022-05-16,maven,8
2022-05-30,maven,24
2022-06-13,maven,12
2022-06-27,maven,3
2022-07-11,maven,14
2022-07-25,maven,5
2022-08-08,maven,1
2022-08-22,maven,13
2022-09-05,maven,8
2022-09-19,maven,1
2022-10-03,maven,40
2022-10-17,maven,19
2022-10-31,maven,10
2022-11-14,maven,26
2022-11-28,maven,24
2022-12-12,maven,68
2022-12-26,maven,21
2023-01-09,maven,12
2023-01-23,maven,28
2023-02-06,maven,23
2023-02-20,maven,40
2023-03-06,maven,64
2023-03-20,maven,10
2023-04-03,maven,14
2023-04-17,maven,10
2023-05-01,maven,12
2023-05-15,maven,26
2023-05-29,maven,25
2023-06-12,maven,52
2023-06-26,maven,11
2023-07-10,maven,8
2023-07-24,maven,8
2023-08-07,maven,1
2023-08-21,maven,10
2023-09-04,maven,29
2023-09-18,maven,33
2023-10-02,maven,12
2023-10-16,maven,32
2023-10-30,maven,8
2023-11-13,maven,25
2023-11-27,maven,18
2023-12-11,maven,25
2023-12-25,maven,2
2024-01-08,maven,23
2016-09-07,pulsar,30
2016-09-21,pulsar,18
2016-10-05,pulsar,22
2016-10-19,pulsar,20
2016-11-02,pulsar,11
2016-11-16,pulsar,14
2016-11-30,pulsar,10
2016-12-14,pulsar,7
2016-12-28,pulsar,13
2017-01-11,pulsar,11
2017-01-25,pulsar,13
2017-02-08,pulsar,24
2017-02-22,pulsar,47
2017-03-08,pulsar,18
2017-03-22,pulsar,30
2017-04-05,pulsar,27
2017-04-19,pulsar,47
2017-05-03,pulsar,18
2017-05-17,pulsar,16
2017-05-31,pulsar,35
2017-06-14,pulsar,49
2017-06-28,pulsar,19
2017-07-12,pulsar,31
2017-07-26,pulsar,40
2017-08-09,pulsar,33
2017-08-23,pulsar,15
2017-09-06,pulsar,26
2017-09-20,pulsar,27
2017-10-04,pulsar,18
2017-10-18,pulsar,33
2017-11-01,pulsar,19
2017-11-15,pulsar,17
2017-11-29,pulsar,31
2017-12-13,pulsar,20
2017-12-27,pulsar,26
2018-01-10,pulsar,22
2018-01-24,pulsar,71
2018-02-07,pulsar,63
2018-02-21,pulsar,343
2018-03-07,pulsar,47
2018-03-21,pulsar,64
2018-04-04,pulsar,88
2018-04-18,pulsar,91
2018-05-02,pulsar,87
2018-05-16,pulsar,65
2018-05-30,pulsar,95
2018-06-13,pulsar,84
2018-06-27,pulsar,71
2018-07-11,pulsar,75
2018-07-25,pulsar,87
2018-08-08,pulsar,66
2018-08-22,pulsar,119
2018-09-05,pulsar,68
2018-09-19,pulsar,72
2018-10-03,pulsar,75
2018-10-17,pulsar,66
2018-10-31,pulsar,60
2018-11-14,pulsar,64
2018-11-28,pulsar,67
2018-12-12,pulsar,97
2018-12-26,pulsar,45
2019-01-09,pulsar,47
2019-01-23,pulsar,69
2019-02-06,pulsar,71
2019-02-20,pulsar,68
2019-03-06,pulsar,74
2019-03-20,pulsar,164
2019-04-03,pulsar,60
2019-04-17,pulsar,63
2019-05-01,pulsar,39
2019-05-15,pulsar,122
2019-05-29,pulsar,83
2019-06-12,pulsar,63
2019-06-26,pulsar,56
2019-07-10,pulsar,38
2019-07-24,pulsar,51
2019-08-07,pulsar,33
2019-08-21,pulsar,157
2019-09-04,pulsar,65
2019-09-18,pulsar,49
2019-10-02,pulsar,43
2019-10-16,pulsar,63
2019-10-30,pulsar,60
2019-11-13,pulsar,164
2019-11-27,pulsar,54
2019-12-11,pulsar,38
2019-12-25,pulsar,31
2020-01-08,pulsar,41
2020-01-22,pulsar,48
2020-02-05,pulsar,79
2020-02-19,pulsar,37
2020-03-04,pulsar,33
2020-03-18,pulsar,116
2020-04-01,pulsar,244
2020-04-15,pulsar,48
2020-04-29,pulsar,105
2020-05-13,pulsar,60
2020-05-27,pulsar,146
2020-06-10,pulsar,51
2020-06-24,pulsar,67
2020-07-08,pulsar,62
2020-07-22,pulsar,144
2020-08-05,pulsar,73
2020-08-19,pulsar,42
2020-09-02,pulsar,71
2020-09-16,pulsar,48
2020-09-30,pulsar,50
2020-10-14,pulsar,134
2020-10-28,pulsar,216
2020-11-11,pulsar,109
2020-11-25,pulsar,120
2020-12-09,pulsar,111
2020-12-23,pulsar,76
2021-01-06,pulsar,104
2021-01-20,pulsar,112
2021-02-03,pulsar,125
2021-02-17,pulsar,154
2021-03-03,pulsar,104
2021-03-17,pulsar,127
2021-03-31,pulsar,58
2021-04-14,pulsar,148
2021-04-28,pulsar,89
2021-05-12,pulsar,126
2021-05-26,pulsar,102
2021-06-09,pulsar,100
2021-06-23,pulsar,166
2021-07-07,pulsar,125
2021-07-21,pulsar,142
2021-08-04,pulsar,147
2021-08-18,pulsar,119
2021-09-01,pulsar,126
2021-09-15,pulsar,111
2021-09-29,pulsar,98
2021-10-13,pulsar,153
2021-10-27,pulsar,169
2021-11-10,pulsar,192
2021-11-24,pulsar,184
2021-12-08,pulsar,421
2021-12-22,pulsar,167
2022-01-05,pulsar,194
2022-01-19,pulsar,205
2022-02-02,pulsar,175
2022-02-16,pulsar,202
2022-03-02,pulsar,142
2022-03-16,pulsar,208
2022-03-30,pulsar,172
2022-04-13,pulsar,214
2022-04-27,pulsar,203
2022-05-11,pulsar,235
2022-05-25,pulsar,210
2022-06-08,pulsar,187
2022-06-22,pulsar,188
2022-07-06,pulsar,212
2022-07-20,pulsar,230
2022-08-03,pulsar,236
2022-08-17,pulsar,207
2022-08-31,pulsar,243
2022-09-14,pulsar,246
2022-09-28,pulsar,107
2022-10-12,pulsar,164
2022-10-26,pulsar,144
2022-11-09,pulsar,226
2022-11-23,pulsar,238
2022-12-07,pulsar,279
2022-12-21,pulsar,71
2023-01-04,pulsar,91
2023-01-18,pulsar,105
2023-02-01,pulsar,219
2023-02-15,pulsar,148
2023-03-01,pulsar,112
2023-03-15,pulsar,82
2023-03-29,pulsar,100
2023-04-12,pulsar,101
2023-04-26,pulsar,116
2023-05-10,pulsar,74
2023-05-24,pulsar,205
2023-06-07,pulsar,89
2023-06-21,pulsar,119
2023-07-05,pulsar,123
2023-07-19,pulsar,55
2023-08-02,pulsar,35
2023-08-16,pulsar,123
2023-08-30,pulsar,127
2023-09-13,pulsar,88
2023-09-27,pulsar,67
2023-10-11,pulsar,131
2023-10-25,pulsar,83
2023-11-08,pulsar,79
2023-11-22,pulsar,100
2023-12-06,pulsar,77
2023-12-20,pulsar,46
2024-01-03,pulsar,77
